,Attribute,Label,Description,Required,Cond_Req,Valid Values,Conditional Requirements,Component
lifeStage,lifeStage,LifeStage,The life stage of the individual. note: Other are possible depending on life stage terminology for individual species. Please let the data curation team know.,True,,"['Juvenile', 'Adult', 'Post-Juvenile', 'Other', 'Unknown', 'Not applicable', 'Not collected']",,IndividualnonHuman
taxon,taxon,Taxon,"Taxonomic identifier. The National Center for Biotechnology Information taxon ID (formatted as, ex. ""txid9989"")",True,,,,IndividualnonHuman
speciesGroup,speciesGroup,SpeciesGroup,The taxonomic ranking including both species and subspecies the individual belongs to.,True,,"['Mammal', 'Human', 'Other', 'Unknown', 'Rodent', 'Not applicable', 'Primate', 'Bird', 'Not collected']",,IndividualnonHuman
studyCode,studyCode,StudyCode,"Unique identifier for the study, assigned by the DCC",True,,"['LG', 'ILO', 'LLFS', 'LC']",,IndividualnonHuman
captivityStatus,captivityStatus,CaptivityStatus,"The status of the individual with regard to captivity. note: Wild, captive, and stranded values are applicable, especially for marine mammals. Depending on life stage terminology for individual species, other are possible. Please let the data curation team know.",True,,"['CaptiveCaptivityStatus', 'Other', 'Unknown', 'Not applicable', 'Stranded', 'Wild', 'Not collected']",,IndividualnonHuman
Component,Component,Component,TBD,False,,,,IndividualnonHuman
individualID,individualID,IndividualID,"Identifying string linked to the individual or animal being studied, provided by the data contributor",True,,,,IndividualnonHuman
commonName,commonName,CommonName,"The biological species common name the individual belongs to (ex. ""Horned Lark"").note: As a default, the valid scientific name for the species should be indicated. ",True,,,,IndividualnonHuman
sampleBatchID,sampleBatchID,SampleBatchID,"Sample batch lot identifier, provided by the data contributor to Sage Bionetworks. The batch identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse",False,,,,MetabolomicsHuman
specifyPlatformVersion,specifyPlatformVersion,SpecifyPlatformVersion,Value is determined by the data contributor,False,,,,MetabolomicsHuman
acquistionSoftwareVersion,acquistionSoftwareVersion,AcquistionSoftwareVersion,The version number of software used,True,,,,MetabolomicsHuman
specifyExperimentalBatchSizeUnits,specifyExperimentalBatchSizeUnits,SpecifyExperimentalBatchSizeUnits,Value is determined by the data contributor,False,,,,MetabolomicsHuman
batchSizeUnit,batchSizeUnit,BatchSizeUnit,The unit of measurement for number of samples in a batch,False,,"['iu/l', 'pM', 'DK units/ml', 'pg/nl', 'ng/nl', 'kg', 'mg/dl', 'miu/ml', 'Kallikrein Inactivator Unit per Milliliter', 'AFU', 'Pound', 'ml', 'pg/ml', 'gm', 'TCID50', 'IU', 'ug/ml', 'bpg/dl', 'IU/ml', 'ng/ml', 'NPX', 'mg', 'pg/ul', 'M', 'ug', 'umol/l', 'units/ml', 'AU/ml', 'ng/ul', 'PFU', 'HAU', 'uiu/ml', 'Not Specified', 'ug/ul', 'ng', 'MOI', 'g/l', 'pg', 'PFUe', 'pl', 'mM', 'ul', 'nM', 'mg/l', 'mg/ml', 'ng/dl', 'l', 'optical density', 'OtherBatchSizeUnit', 'uM', 'nl', 'pg/mg creatinine', 'ug/l', 'ug/dl', 'AI', '']",,MetabolomicsHuman
msAssayTechnique,msAssayTechnique,MsAssayTechnique,Specified the mass spectrometer technique used,True,,"['MIB-MS', 'Not Specified', 'UPLC-ESI-QTOF-MS', 'Unknown', 'UPLC-MSMS', 'MDMS-SL', 'FIA-MSMS', 'DIA-MS', 'LC-SRMOtherMsAssayTechnique', 'HPLC-MSMS', 'Not applicable', 'LC-MSMS', 'LC-MS', 'DDA-MS', 'Not collected']",,MetabolomicsHuman
extractionMethod,extractionMethod,ExtractionMethod,The name of the process used to separate a desired component of an input material from the remainder,True,,"['Not applicable', 'Unknown', 'Not Specified', 'Not collected']",,MetabolomicsHuman
lensVoltages,lensVoltages,LensVoltages,"The skimmer/focusing lens voltages e.g., capillary voltage, etc.",False,,,,MetabolomicsHuman
technologyPlatformVersion,technologyPlatformVersion,TechnologyPlatformVersion,"The specific version (application, manufacturer, model, lab, etc.) of a technology that is used to carry out a laboratory or computational experiment.",True,,"['Illumina HiSeq X', 'Olympus DP80', 'Q Exative HF', 'Illumina MouseWG-6 v2.0 expression BeadChip', 'Illumina Omni2pt5M', 'Illumina NextSeq 1000', 'Illumina NextSeq 500', 'OtherTechnologyPlatformVersion', 'Chromium X', 'Affymetrix Human Gene 1.0 ST Array', 'Illumina HiSeq 4000', 'Illumina HiSeq 3000', 'PacBio RS II', 'Illumina Infinium MethylationEPIC BeadChip v1.0 (850k)', 'Illumina HumanOmniExpress-24 v1.0 BeadChip', 'Affymetrix Genome-Wide Human SNP 6.0 Array', 'PacBio Sequel II System', 'Illumina HumanOmniExpress-24 v1.2 BeadChip', 'Not collected', 'scale', 'Illumina Omni5M', 'Spectramax M Series', 'Perlegen 300Karray', 'Infinium HumanOmniExpressExome', 'Illumina HumanMethylation450', 'Illumina NovaSeq 6000', 'Cherry Imaging FACE Platform', 'Not applicable', 'Affymetrix Human Genome U133 Plus 2.0 Array', 'Illumina Human660W-Quad v1.0 BeadChip', 'Illumina HumanOmni1-Quadv1.0', 'Nanostring Counter', 'Bionano Irys', 'Cherry Imaging TRACE Platform', 'Illumina 1M', 'Illumina HiSeq 2000', 'Illumina h650', 'Illumina HiSeq 2500', 'Vevo 3100 Imaging System', 'Not Specified', 'Orbitrap Fusion Lumos Tribrid', 'LifeViz Micro System', 'Zeiss LSM 980', 'Vectra H1 3D Imaging System', 'Illumina Infinium MethylationEPIC BeadChip v2.0 (935k)Illumina MiSeq', 'LI-COR Odyssey CLx', 'LTQ Orbitrap XL', 'LifeViz Infinity System', 'PacBio Sequel IIe System', 'Affymetrix Genome-Wide Human SNP 5.0 Array', 'Illumina HumanHap300', 'Illumina NextSeq 550', 'Illumina Genome Analyzer IIx', 'Nanostring GeoMx', 'Unknown', '10x Visium Spatial Gene Expression', 'EnVision 2103 Multiplate Reader', 'Illumina NextSeq 2000', 'Affymetrix U133AB', 'Promega GloMax Discover', 'BGISEQ-500', 'Agilent 44Karray', 'Illumina WholeGenome DASL']",,MetabolomicsHuman
specifyControlType,specifyControlType,SpecifyControlType,Value is determined by the data contributor,False,,,,MetabolomicsHuman
sampleBatchSize,sampleBatchSize,SampleBatchSize,The number of samples,False,,,,MetabolomicsHuman
ionProperty,ionProperty,IonProperty,Ion charge state (positive or negative-ion analysis),False,,"['Positive', 'Negative', '']",,MetabolomicsHuman
experiementalBatchSizeUnit,experiementalBatchSizeUnit,ExperiementalBatchSizeUnit,The unit of measurement for number of samples in a experimental batch,False,,"['iu/l', 'pM', 'DK units/ml', 'pg/nl', 'ng/nl', 'kg', 'mg/dl', 'miu/ml', 'Kallikrein Inactivator Unit per Milliliter', 'AFU', 'Pound', 'ml', 'pg/ml', 'gm', 'TCID50', 'IU', 'ug/ml', 'bpg/dl', 'IU/ml', 'ng/ml', 'NPX', 'mg', 'pg/ul', 'M', 'ug', 'umol/l', 'units/ml', 'AU/ml', 'ng/ul', 'PFU', 'HAU', 'uiu/ml', 'Not Specified', 'ug/ul', 'ng', 'MOI', 'g/l', 'pg', 'OtherExperiementalBatchSizeUnit', 'PFUe', 'pl', 'mM', 'ul', 'nM', 'mg/l', 'mg/ml', 'ng/dl', 'l', 'optical density', 'uM', 'nl', 'pg/mg creatinine', 'ug/l', 'ug/dl', 'AI', '']",,MetabolomicsHuman
acquisitionBatchID,acquisitionBatchID,AcquisitionBatchID,"Acquisition batch identifier, provided by the data contributor to Sage Bionetworks. The batch identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse",False,,,,MetabolomicsHuman
specifyProcessingBatchSizeUnit,specifyProcessingBatchSizeUnit,SpecifyProcessingBatchSizeUnit,Value is determined by the data contributor,False,,,,MetabolomicsHuman
platformLocation,platformLocation,PlatformLocation,"The name of the laboratory, facility, vendor, company, or location where the data generation platform was located, provided by the data contributor",True,,"['Not Specified', 'Unknown', 'OtherPlatformLocation', 'Not applicable', 'Not collected']",,MetabolomicsHuman
specifySampleIntroduction,specifySampleIntroduction,SpecifySampleIntroduction,Value is determined by the data contributor,False,,,,MetabolomicsHuman
specifyDatabaseName,specifyDatabaseName,SpecifyDatabaseName,Value is determined by the data contributor,False,,,,MetabolomicsHuman
databaseName,databaseName,DatabaseName,"The name of the search database (nr, SwissProt or est_human, and/or mass spectral library).",True,,"['Metlin', 'Not Specified', 'Unknown', 'HMDB', 'Not applicable', 'NIST17', 'MassBank of North America (MoNA)', 'OtherDatabaseName', 'Not collected']",,MetabolomicsHuman
acquisitionBatchSize,acquisitionBatchSize,AcquisitionBatchSize,The number of samples,False,,,,MetabolomicsHuman
specifyPlatformLocation,specifyPlatformLocation,SpecifyPlatformLocation,Value is determined by the data contributor,False,,,,MetabolomicsHuman
spectrometerFrequency,spectrometerFrequency,SpectrometerFrequency,The frequency at which a spectrometer causes hydrogen atoms to resonate (in MHz),True,,,,MetabolomicsHuman
samplePrepProtocol,samplePrepProtocol,SamplePrepProtocol,An internet address that may provide more details of the protocol information (web link),False,,,,MetabolomicsHuman
specifyVacuumPressueUnits,specifyVacuumPressueUnits,SpecifyVacuumPressueUnits,Value is determined by the data contributor,False,,,,MetabolomicsHuman
specifyMeasurementTechnique,specifyMeasurementTechnique,SpecifyMeasurementTechnique,Value is determined by the data contributor,False,,,,MetabolomicsHuman
msAnalyzerTypeMS1,msAnalyzerTypeMS1,MsAnalyzerTypeMS1,"Describes the mass spectrometer analyzer used to read out parent ions (quadrupole, ion-trap, time-of-flight, FT-ICR, including combinations of these for hybrid instruments)",True,,"['Q Exactive', 'Orbitrap Fusion Lumos', 'Exploris 240Exploris 480quadrupole time-of-flight', 'triple quadrupole', 'Unknown', 'Q Exactive HF-X', 'Xevo TQ-S', 'Not Specified', 'Bruker Avance IIITimsTOF ProOtherMsAnalyzerTypeMS1', 'Xevo G2 QTOF', 'Q Exactive HF', 'LTQ Orbitrap XL', 'Not applicable', 'Orbitrap Fusion', 'Q Exactive Plus', 'time-of-flight', 'Not collected']",,MetabolomicsHuman
specifyMSAnalyteType,specifyMSAnalyteType,SpecifyMSAnalyteType,Value is determined by the data contributor,False,,,,MetabolomicsHuman
msAnalyteType,msAnalyteType,MsAnalyteType,the type of biospecimen subjected to analysis,False,,"['Protein', 'Not Specified', 'Other', 'Unknown', 'metabolite', 'Not applicable', 'Lipid', 'Not collected', '']",,MetabolomicsHuman
specifyDatabaseSource,specifyDatabaseSource,SpecifyDatabaseSource,Value is determined by the data contributor,False,,,,MetabolomicsHuman
batchLabel,batchLabel,BatchLabel,Used to supply batch label information with any string value,False,,,,MetabolomicsHuman
processingBatchSize,processingBatchSize,ProcessingBatchSize,The number of samples,False,,,,MetabolomicsHuman
sampleIntroduction,sampleIntroduction,SampleIntroduction,"The sample introduction and delivery. From GC, from LC, direct infusion without chromatography, direct infusion using dedicated autosampler flow rate.",True,,"['Not Specified', 'Other', 'Unknown', 'Not applicable', 'Not collected']",,MetabolomicsHuman
databaseWeblink,databaseWeblink,DatabaseWeblink,"An internet address that may provide details of a database or software search, as well as for labs who generate their own search method",False,,,,MetabolomicsHuman
msAnalyzerTypeMS2,msAnalyzerTypeMS2,MsAnalyzerTypeMS2,"Describes the mass spectrometer analyzer used to read out fragment ions(quadrupole, ion-trap, time-of-flight, FT-ICR, including combinations of these for hybrid instruments)",True,,"['Q Exactive', 'Orbitrap Fusion Lumos', 'Exploris 240Exploris 480quadrupole time-of-flight', 'triple quadrupole', 'Unknown', 'Q Exactive HF-X', 'Xevo TQ-S', 'Not Specified', 'Xevo G2 QTOF', 'Q Exactive HF', 'Bruker Avance IIITimsTOF ProOtherMsAnalyzerTypeMS2', 'LTQ Orbitrap XL', 'Not applicable', 'Orbitrap Fusion', 'Q Exactive Plus', 'time-of-flight', 'Not collected']",,MetabolomicsHuman
processingBatchSizeUnit,processingBatchSizeUnit,ProcessingBatchSizeUnit,The unit of measurement for number of samples in a batch,False,,"['iu/l', 'pM', 'DK units/ml', 'pg/nl', 'ng/nl', 'OtherProcessingBatchSizeUnit', 'kg', 'mg/dl', 'miu/ml', 'Kallikrein Inactivator Unit per Milliliter', 'AFU', 'Pound', 'ml', 'pg/ml', 'gm', 'TCID50', 'IU', 'ug/ml', 'bpg/dl', 'IU/ml', 'ng/ml', 'NPX', 'mg', 'pg/ul', 'M', 'ug', 'umol/l', 'units/ml', 'AU/ml', 'ng/ul', 'PFU', 'HAU', 'uiu/ml', 'Not Specified', 'ug/ul', 'ng', 'MOI', 'g/l', 'pg', 'PFUe', 'pl', 'mM', 'ul', 'nM', 'mg/l', 'mg/ml', 'ng/dl', 'l', 'optical density', 'uM', 'nl', 'pg/mg creatinine', 'ug/l', 'ug/dl', 'AI', '']",,MetabolomicsHuman
msInstrumentModel,msInstrumentModel,MsInstrumentModel,The model of the mass spectrometer  used,True,,,,MetabolomicsHuman
acquisitionBatchSizeUnit,acquisitionBatchSizeUnit,AcquisitionBatchSizeUnit,The unit of measurement for number of samples in a batch,False,,"['iu/l', 'pM', 'DK units/ml', 'pg/nl', 'ng/nl', 'kg', 'mg/dl', 'miu/ml', 'Kallikrein Inactivator Unit per Milliliter', 'AFU', 'Pound', 'ml', 'pg/ml', 'gm', 'TCID50', 'OtherAcquisitionBatchSizeUnit', 'IU', 'ug/ml', 'bpg/dl', 'IU/ml', 'ng/ml', 'NPX', 'mg', 'pg/ul', 'M', 'ug', 'umol/l', 'units/ml', 'AU/ml', 'ng/ul', 'PFU', 'HAU', 'uiu/ml', 'Not Specified', 'ug/ul', 'ng', 'MOI', 'g/l', 'pg', 'PFUe', 'pl', 'mM', 'ul', 'nM', 'mg/l', 'mg/ml', 'ng/dl', 'l', 'optical density', 'uM', 'nl', 'pg/mg creatinine', 'ug/l', 'ug/dl', 'AI', '']",,MetabolomicsHuman
acquisitionMode,acquisitionMode,AcquisitionMode,"The specific aspect of a mass spectrometer method by which mass ranges are selected and possibly dissociated (full scan, MSn, SIM, MRM, etc.).",True,,"['Not applicable', 'Unknown', 'Not Specified', 'Not collected']",,MetabolomicsHuman
specifyLensVoltageUnits,specifyLensVoltageUnits,SpecifyLensVoltageUnits,Value is determined by the data contributor,False,,,,MetabolomicsHuman
processingBatchID,processingBatchID,ProcessingBatchID,"Processing batch identifier, provided by the data contributor to Sage Bionetworks. The batch identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse",False,,,,MetabolomicsHuman
hasIonizationSource,hasIonizationSource,HasIonizationSource,Were the ionization conditions recorded to enable reproduction of the experiment,True,,"['YesHasIonizationSource', 'No']",,MetabolomicsHuman
gasFlowTemperatureUnit,gasFlowTemperatureUnit,GasFlowTemperatureUnit,Unit of gas flow temperature,False,,"['F', 'K', 'C', 'Not Specified', '']",,MetabolomicsHuman
specifySampleBatchSizeUnits,specifySampleBatchSizeUnits,SpecifySampleBatchSizeUnits,Value is determined by the data contributor,False,,,,MetabolomicsHuman
acquisitionSoftware,acquisitionSoftware,AcquisitionSoftware,The name of the acquisition software used,True,,"['Not applicable', 'Unknown', 'Not Specified', 'Not collected']",,MetabolomicsHuman
specifyMSAssayTechnique,specifyMSAssayTechnique,SpecifyMSAssayTechnique,Value is determined by the data contributor,False,,,,MetabolomicsHuman
controlType,controlType,ControlType,Control samples suitable for normalization and batch correction,False,,"['GoldenWest', 'internal standards', 'Not Specified', 'water plus Baker ISTD', 'Other', 'Unknown', 'Baker pool', 'Not applicable', 'study pool', 'NIST SRM 1950', 'GIS', 'AIBL pool', 'Not collected', '']",,MetabolomicsHuman
Component,Component,Component,TBD,False,,,,MetabolomicsHuman
specifySampleType,specifySampleType,SpecifySampleType,Value is determined by the data contributor,False,,,,MetabolomicsHuman
sampleBatchSizeUnit,sampleBatchSizeUnit,SampleBatchSizeUnit,The unit of measurement for number of samples in a batch,False,,"['iu/l', 'pM', 'DK units/ml', 'pg/nl', 'ng/nl', 'kg', 'mg/dl', 'miu/ml', 'Kallikrein Inactivator Unit per Milliliter', 'AFU', 'Pound', 'ml', 'pg/ml', 'gm', 'TCID50', 'IU', 'ug/ml', 'bpg/dl', 'IU/ml', 'ng/ml', 'NPX', 'mg', 'pg/ul', 'M', 'ug', 'umol/l', 'units/ml', 'AU/ml', 'ng/ul', 'PFU', 'HAU', 'uiu/ml', 'Not Specified', 'ug/ul', 'ng', 'MOI', 'OtherSampleBatchSizeUnit', 'g/l', 'pg', 'PFUe', 'pl', 'mM', 'ul', 'nM', 'mg/l', 'mg/ml', 'ng/dl', 'l', 'optical density', 'uM', 'nl', 'pg/mg creatinine', 'ug/l', 'ug/dl', 'AI', '']",,MetabolomicsHuman
sampleType,sampleType,SampleType,The type of sample collected,True,,"['Small intestine', 'DNA', 'B cell', 'Nasal lavage fluid', 'Cervical lymph nodes', 'Brachial lymph node', 'Bone', 'NK cell', 'Ileum', 'Dried Blood Spot', 'brain', 'PBMC', 'Osteoblasts', 'Vagina', 'Umbilical cord blood', 'PBL', 'Cell culture supernatant', 'Breast Milk', 'Endotracheal aspirate', 'Tumor Tissue', 'Jejunum', 'Nasopharyngeal Swab Specimen', 'Trachea', 'Leukocytes', 'Stomach', 'Cerebrospinal Fluid', 'Epithelium', 'Urinary bladder', 'Dermis', 'Popliteal lymph node', 'Synovial fluid', 'Protein', 'Synovial tissue', 'Fibroblast', 'Appendix', 'Bronchoalveolar Lavage Fluid', 'Optic Nerve', 'Pooled Sample', 'Feces', 'Carbohydrate', 'Red Blood Cell', 'Lymph node', 'Urine', 'Dendritic cell', 'Oropharyngeal Swab Specimen', 'Cord blood', 'Kidney', 'Nasal Swab or Nose Specimen', 'Placenta', 'Lung', 'Liver', 'Mesenteric lymph node', 'Nasal Swab', 'Amniotic Fluid', 'Lymphocyte', 'Pancreatic Stellate Cells', 'OtherSampleType', 'Salivary Glands', 'Plasma', 'Saliva', 'cell line', 'Spleen', 'Sputum', 'Negative Control', 'Organoids', 'Not Specified', 'Gastric lamina propria', 'Inguinal lymph node', 'Macrophage', 'Positive Control', 'Rectal Swab Specimen', 'Serum', 'Whole blood', 'Bone Marrow', 'Thymus', 'Basophils', 'Lung lymph node', 'Convalescent Plasma', 'Colon', 'Colonic Lamina Propria', 'Skin of body', 'Mouse Ear', 'Pancreas', 'Neutrophil', 'Monocyte', 'Tonsil', 'T cell', 'Lipid']",,MetabolomicsHuman
specifyMSAnalyzerTypeMS1,specifyMSAnalyzerTypeMS1,SpecifyMSAnalyzerTypeMS1,Value is determined by the data contributor,False,,,,MetabolomicsHuman
experiementalBatchSize,experiementalBatchSize,ExperiementalBatchSize,The number of samples ,False,,,,MetabolomicsHuman
specifyBatchSizeUnits,specifyBatchSizeUnits,SpecifyBatchSizeUnits,Value is determined by the data contributor,False,,,,MetabolomicsHuman
specifyMSAnalyzerTypeMS2,specifyMSAnalyzerTypeMS2,SpecifyMSAnalyzerTypeMS2,Value is determined by the data contributor,False,,,,MetabolomicsHuman
gasFlowTemperature,gasFlowTemperature,GasFlowTemperature,"e.g., nebulization gas, cone gas, etc.",False,,,,MetabolomicsHuman
